ID	Lattitude	Longitude	Elevation	Bio_1_T_annual_mean	Bio_2_T_diurnal_range_mean	Bio_3_T_isothermality	Bio_4_T_seasonality	Bio_5_T_warmest_month_max	Bio_6_T_coldest_month_min	Bio_7_T_annual_range	Bio_8_T_wettest_quarter_mean	Bio_9_T_driest_quarter_mean	Bio_10_T_warmest_quarter_mean	Bio_11_T_coldest_quarter_mean	Bio_12_P_annual	Bio_13_P_wettest_month	Bio_14_P_driest_month	Bio_15_P_seasonality	Bio_16_P_wettest_quarter	Bio_17_P_driest_quarter	Bio_18_P_warmest_quarter	Bio_19_P_coldest_quarter	Cat.Lat_Long
Bdis31.18_R1	42.09763	0.8775	496.6	126	100	36	6132	275	2	273	149	47	204	47	656	75	36	23	206	120	174	120	42.09763_0.8775
Bdis31.18_R2	42.09763	0.8775	496.6	126	100	36	6132	275	2	273	149	47	204	47	656	75	36	23	206	120	174	120	42.09763_0.8775
Bdis31.19_R1	42.09763	0.8775	496.6	126	100	36	6132	275	2	273	149	47	204	47	656	75	36	23	206	120	174	120	42.09763_0.8775
Bdis31.19_R2	42.09763	0.8775	496.6	126	100	36	6132	275	2	273	149	47	204	47	656	75	36	23	206	120	174	120	42.09763_0.8775
Bdis31.2	42.09763	0.8775	496.6	126	100	36	6132	275	2	273	149	47	204	47	656	75	36	23	206	120	174	120	42.09763_0.8775
Bdis31.20_R1	42.09763	0.8775	496.6	126	100	36	6132	275	2	273	149	47	204	47	656	75	36	23	206	120	174	120	42.09763_0.8775
Bdis31.20_R2	42.09763	0.8775	496.6	126	100	36	6132	275	2	273	149	47	204	47	656	75	36	23	206	120	174	120	42.09763_0.8775
Bdis31.3	42.09763	0.8775	496.6	126	100	36	6132	275	2	273	149	47	204	47	656	75	36	23	206	120	174	120	42.09763_0.8775
Bdis31.4	42.09763	0.8775	496.6	126	100	36	6132	275	2	273	149	47	204	47	656	75	36	23	206	120	174	120	42.09763_0.8775
Bdis31.5	42.09763	0.8775	496.6	126	100	36	6132	275	2	273	149	47	204	47	656	75	36	23	206	120	174	120	42.09763_0.8775
Bdis31.6	42.09763	0.8775	496.6	126	100	36	6132	275	2	273	149	47	204	47	656	75	36	23	206	120	174	120	42.09763_0.8775
Bdis31.7	42.09763	0.8775	496.6	126	100	36	6132	275	2	273	149	47	204	47	656	75	36	23	206	120	174	120	42.09763_0.8775
Bdis31.8	42.09763	0.8775	496.6	126	100	36	6132	275	2	273	149	47	204	47	656	75	36	23	206	120	174	120	42.09763_0.8775
Bdis31.9	42.09763	0.8775	496.6	126	100	36	6132	275	2	273	149	47	204	47	656	75	36	23	206	120	174	120	42.09763_0.8775
Bdis32.1	41.76073	1.21092	400.2	137	90	35	5899	277	21	256	157	63	213	63	597	70	31	26	185	106	147	106	41.76073_1.21092
Bdis32.10	41.76073	1.21092	400.2	137	90	35	5899	277	21	256	157	63	213	63	597	70	31	26	185	106	147	106	41.76073_1.21092
Bdis32.11_R1	41.76073	1.21092	400.2	137	90	35	5899	277	21	256	157	63	213	63	597	70	31	26	185	106	147	106	41.76073_1.21092
Bdis32.11_R2	41.76073	1.21092	400.2	137	90	35	5899	277	21	256	157	63	213	63	597	70	31	26	185	106	147	106	41.76073_1.21092
Bdis32.12_R1	41.76073	1.21092	400.2	137	90	35	5899	277	21	256	157	63	213	63	597	70	31	26	185	106	147	106	41.76073_1.21092
Bdis32.12_R2	41.76073	1.21092	400.2	137	90	35	5899	277	21	256	157	63	213	63	597	70	31	26	185	106	147	106	41.76073_1.21092
Bdis32.13_R1	41.76073	1.21092	400.2	137	90	35	5899	277	21	256	157	63	213	63	597	70	31	26	185	106	147	106	41.76073_1.21092
Bdis32.13_R2	41.76073	1.21092	400.2	137	90	35	5899	277	21	256	157	63	213	63	597	70	31	26	185	106	147	106	41.76073_1.21092
Bdis32.14_R1	41.76073	1.21092	400.2	137	90	35	5899	277	21	256	157	63	213	63	597	70	31	26	185	106	147	106	41.76073_1.21092
Bdis32.14_R2	41.76073	1.21092	400.2	137	90	35	5899	277	21	256	157	63	213	63	597	70	31	26	185	106	147	106	41.76073_1.21092
Bdis32.15_R1	41.76073	1.21092	400.2	137	90	35	5899	277	21	256	157	63	213	63	597	70	31	26	185	106	147	106	41.76073_1.21092
Bdis32.15_R2	41.76073	1.21092	400.2	137	90	35	5899	277	21	256	157	63	213	63	597	70	31	26	185	106	147	106	41.76073_1.21092
Bdis32.16_R1	41.76073	1.21092	400.2	137	90	35	5899	277	21	256	157	63	213	63	597	70	31	26	185	106	147	106	41.76073_1.21092
Bdis32.16_R2	41.76073	1.21092	400.2	137	90	35	5899	277	21	256	157	63	213	63	597	70	31	26	185	106	147	106	41.76073_1.21092
Bdis32.17_R1	41.76073	1.21092	400.2	137	90	35	5899	277	21	256	157	63	213	63	597	70	31	26	185	106	147	106	41.76073_1.21092
Bdis32.17_R2	41.76073	1.21092	400.2	137	90	35	5899	277	21	256	157	63	213	63	597	70	31	26	185	106	147	106	41.76073_1.21092
Bdis32.18_R1	41.76073	1.21092	400.2	137	90	35	5899	277	21	256	157	63	213	63	597	70	31	26	185	106	147	106	41.76073_1.21092
Bdis32.18_R2	41.76073	1.21092	400.2	137	90	35	5899	277	21	256	157	63	213	63	597	70	31	26	185	106	147	106	41.76073_1.21092
Bdis32.19_R1	41.76073	1.21092	400.2	137	90	35	5899	277	21	256	157	63	213	63	597	70	31	26	185	106	147	106	41.76073_1.21092
Bdis32.19_R2	41.76073	1.21092	400.2	137	90	35	5899	277	21	256	157	63	213	63	597	70	31	26	185	106	147	106	41.76073_1.21092
Bdis32.2	41.76073	1.21092	400.2	137	90	35	5899	277	21	256	157	63	213	63	597	70	31	26	185	106	147	106	41.76073_1.21092
Bdis32.3	41.76073	1.21092	400.2	137	90	35	5899	277	21	256	157	63	213	63	597	70	31	26	185	106	147	106	41.76073_1.21092
Bdis32.4	41.76073	1.21092	400.2	137	90	35	5899	277	21	256	157	63	213	63	597	70	31	26	185	106	147	106	41.76073_1.21092
Bdis32.5	41.76073	1.21092	400.2	137	90	35	5899	277	21	256	157	63	213	63	597	70	31	26	185	106	147	106	41.76073_1.21092
Bdis32.6	41.76073	1.21092	400.2	137	90	35	5899	277	21	256	157	63	213	63	597	70	31	26	185	106	147	106	41.76073_1.21092
Bdis32.7	41.76073	1.21092	400.2	137	90	35	5899	277	21	256	157	63	213	63	597	70	31	26	185	106	147	106	41.76073_1.21092
Bdis32.8	41.76073	1.21092	400.2	137	90	35	5899	277	21	256	157	63	213	63	597	70	31	26	185	106	147	106	41.76073_1.21092
Bdis32.9	41.76073	1.21092	400.2	137	90	35	5899	277	21	256	157	63	213	63	597	70	31	26	185	106	147	106	41.76073_1.21092
Bdis402.1	41.76073	1.21092	400.2	137	90	35	5899	277	21	256	157	63	213	63	597	70	31	26	185	106	147	106	41.76073_1.21092
Bdis403.1	42.295081	3.275965	77.7	151	80	34	5229	274	43	231	161	219	220	87	609	91	23	30	207	108	129	136	42.295081_3.275965
BdTR.12c_R1	39.74818056	34.65031944	1031.2	106	132	38	7353	294	-49	343	10	196	199	10	422	53	7	43	146	35	54	146	39.74818056_34.65031944
BdTR.13_R1	39.74818056	34.65031944	1031.2	106	132	38	7353	294	-49	343	10	196	199	10	422	53	7	43	146	35	54	146	39.74818056_34.65031944
BdTR.8c	39.41285556	32.98812222	1193.7	101	113	34	7758	282	-49	331	93	196	198	-2	396	56	6	46	142	30	46	133	39.41285556_32.98812222
BdTR10a	38.42966111	31.30936389	1301.1	103	110	35	7074	275	-35	310	12	190	193	12	539	67	13	41	185	47	73	185	38.42966111_31.30936389
BdTR10b	38.42804722	32.404575	1011.5	107	132	38	7445	296	-48	344	98	197	201	9	366	49	6	45	133	26	40	113	38.42804722_32.404575
BdTR10c	37.77823333	31.88491111	1286.5	100	116	35	7520	279	-50	329	3	192	196	3	505	74	9	48	201	35	50	201	37.77823333_31.88491111
BdTR10d	40.39364722	32.98536667	1601.6	66	102	33	7218	230	-77	307	-31	153	154	-31	636	84	20	41	222	67	100	222	40.39364722_32.98536667
BdTR10e	37.11736667	39.03043333	449.6	180	130	34	8818	390	16	374	68	291	294	68	435	78	0	78	219	2	4	219	37.11736667_39.03043333
BdTR10f	37.76154722	39.58242222	1158.2	147	112	29	9535	356	-23	379	26	269	269	26	673	108	2	71	299	8	8	299	37.76154722_39.58242222
BdTR10g	37.43718889	40.13069722	711.8	163	135	34	9244	384	-10	394	46	280	282	46	556	91	0	75	256	3	6	256	37.43718889_40.13069722
BdTR10h	38.09541667	40.65856667	687.1	156	131	32	9510	381	-20	401	47	277	278	34	589	87	1	69	250	7	11	244	38.09541667_40.65856667
BdTR10i	37.4588	41.244175	979.6	165	120	31	9422	381	-4	385	56	286	286	47	670	101	0	75	301	4	8	299	37.4588_41.244175
BdTR10j	37.79769167	41.77363611	618.8	176	123	31	9316	394	6	388	69	295	295	57	657	100	1	73	290	7	9	283	37.79769167_41.77363611
BdTR10k	38.09692778	42.32188611	1714.6	96	100	28	8671	289	-58	347	24	208	208	-12	889	130	4	65	375	18	18	336	38.09692778_42.32188611
BdTR10m	41.42162778	27.47689167	124.8	128	110	37	6668	291	-4	295	60	208	212	42	599	80	18	38	229	74	86	204	41.42162778_27.47689167
BdTR10n	41.08531944	26.93146944	141.2	134	109	36	6820	299	0	299	64	216	221	48	666	94	17	42	259	73	81	245	41.08531944_26.93146944
BdTR10o	39.73816389	28.04019722	365.3	132	109	36	6834	295	0	295	64	216	220	46	671	112	12	56	292	50	53	290	39.73816389_28.04019722
BdTR11a	38.41678333	28.03131944	980.7	118	116	38	6839	290	-14	304	34	204	207	34	816	162	11	70	413	44	49	413	38.41678333_28.03131944
BdTR11b	41.42162778	27.47689167	124.8	128	110	37	6668	291	-4	295	60	208	212	42	599	80	18	38	229	74	86	204	41.42162778_27.47689167
BdTR11c	41.08531944	26.93146944	141.2	134	109	36	6820	299	0	299	64	216	221	48	666	94	17	42	259	73	81	245	41.08531944_26.93146944
BdTR11d	37.4588	41.244175	979.6	165	120	31	9422	381	-4	385	56	286	286	47	670	101	0	75	301	4	8	299	37.4588_41.244175
BdTR11e	37.79769167	41.77363611	618.8	176	123	31	9316	394	6	388	69	295	295	57	657	100	1	73	290	7	9	283	37.79769167_41.77363611
BdTR11f	38.09692778	42.32188611	1714.6	96	100	28	8671	289	-58	347	24	208	208	-12	889	130	4	65	375	18	18	336	38.09692778_42.32188611
BdTR11g	41.42162778	27.47689167	124.8	128	110	37	6668	291	-4	295	60	208	212	42	599	80	18	38	229	74	86	204	41.42162778_27.47689167
BdTR11h	41.08531944	26.93146944	141.2	134	109	36	6820	299	0	299	64	216	221	48	666	94	17	42	259	73	81	245	41.08531944_26.93146944
BdTR11i	39.73816389	28.04019722	365.3	132	109	36	6834	295	0	295	64	216	220	46	671	112	12	56	292	50	53	290	39.73816389_28.04019722
BdTR12a	36.78303333	32.962975	1960.3	76	101	33	7251	240	-64	304	-18	165	167	-18	648	109	9	60	293	31	50	293	36.78303333_32.962975
BdTR12b	40.40553056	34.63613889	1086.7	96	121	37	7277	274	-52	326	132	183	186	-1	466	64	11	41	164	48	76	146	40.40553056_34.63613889
BdTR12c	39.74818056	34.65031944	1031.2	106	132	38	7353	294	-49	343	10	196	199	10	422	53	7	43	146	35	54	146	39.74818056_34.65031944
BdTR13a	39.75648611	32.43235	787.9	120	123	36	7524	305	-31	336	21	212	215	21	366	47	9	39	121	37	54	121	39.75648611_32.43235
BdTR13b	39.75445	33.53788056	869.8	113	114	34	7718	292	-36	328	106	207	210	11	401	55	7	44	138	33	52	135	39.75445_33.53788056
BdTR13c	39.41285556	32.98812222	1193.7	101	113	34	7758	282	-49	331	93	196	198	-2	396	56	6	46	142	30	46	133	39.41285556_32.98812222
BdTR13d	37.76785556	33.51960556	1013.1	108	141	39	7505	300	-53	353	103	198	203	9	313	43	3	49	115	16	28	104	37.76785556_33.51960556
BdTR13e	37.10885278	34.07140556	2387.2	50	107	33	7338	223	-94	317	-45	140	143	-45	581	82	9	52	218	32	55	218	37.10885278_34.07140556
BdTR13f	39.09212222	35.18850556	1252	87	131	38	7137	270	-70	340	81	171	175	-9	406	55	7	45	150	32	55	123	39.09212222_35.18850556
BdTR13g	38.40468333	35.15953333	1085.9	110	129	38	7240	295	-42	337	102	198	200	14	395	54	5	48	150	26	45	121	38.40468333_35.15953333
BdTR13h	37.4588	41.244175	979.6	165	120	31	9422	381	-4	385	56	286	286	47	670	101	0	75	301	4	8	299	37.4588_41.244175
BdTR13i	37.79769167	41.77363611	618.8	176	123	31	9316	394	6	388	69	295	295	57	657	100	1	73	290	7	9	283	37.79769167_41.77363611
BdTR13j	38.09692778	42.32188611	1714.6	96	100	28	8671	289	-58	347	24	208	208	-12	889	130	4	65	375	18	18	336	38.09692778_42.32188611
BdTR13k_R1	38.09692778	42.32188611	1714.6	96	100	28	8671	289	-58	347	24	208	208	-12	889	130	4	65	375	18	18	336	38.09692778_42.32188611
BdTR13k_R2	38.09692778	42.32188611	1714.6	96	100	28	8671	289	-58	347	24	208	208	-12	889	130	4	65	375	18	18	336	38.09692778_42.32188611
BdTR13m	37.47450833	43.44585556	1960.3	95	101	27	9541	295	-78	373	18	216	216	-27	760	122	3	69	347	12	12	281	37.47450833_43.44585556
BdTR13n	36.76645556	44.53525	881.9	168	124	31	9520	380	-8	388	57	289	289	47	768	153	0	89	426	1	1	390	36.76645556_44.53525
BdTR13_R2	38.09692778	42.32188611	1714.6	96	100	28	8671	289	-58	347	24	208	208	-12	889	130	4	65	375	18	18	336	38.09692778_42.32188611
BdTR13o_R3	38.09692778	42.32188611	1714.6	96	100	28	8671	289	-58	347	24	208	208	-12	889	130	4	65	375	18	18	336	38.09692778_42.32188611
BdTR1a	41.42162778	27.47689167	124.8	128	110	37	6668	291	-4	295	60	208	212	42	599	80	18	38	229	74	86	204	41.42162778_27.47689167
BdTR1b	41.08531944	26.93146944	141.2	134	109	36	6820	299	0	299	64	216	221	48	666	94	17	42	259	73	81	245	41.08531944_26.93146944
BdTR1c	39.73816389	28.04019722	365.3	132	109	36	6834	295	0	295	64	216	220	46	671	112	12	56	292	50	53	290	39.73816389_28.04019722
BdTR1d	38.76410833	28.58511667	607.2	136	116	39	6638	301	4	297	52	218	221	52	661	134	7	68	328	39	41	328	38.76410833_28.58511667
BdTR1e	38.41678333	28.03131944	980.7	118	116	38	6839	290	-14	304	34	204	207	34	816	162	11	70	413	44	49	413	38.41678333_28.03131944
BdTR1f	41.42162778	27.47689167	124.8	128	110	37	6668	291	-4	295	60	208	212	42	599	80	18	38	229	74	86	204	41.42162778_27.47689167
BdTR1g_R1	41.08531944	26.93146944	141.2	134	109	36	6820	299	0	299	64	216	221	48	666	94	17	42	259	73	81	245	41.08531944_26.93146944
BdTR1g_R2	41.08531944	26.93146944	141.2	134	109	36	6820	299	0	299	64	216	221	48	666	94	17	42	259	73	81	245	41.08531944_26.93146944
BdTR1h	39.73816389	28.04019722	365.3	132	109	36	6834	295	0	295	64	216	220	46	671	112	12	56	292	50	53	290	39.73816389_28.04019722
BdTR1i	38.09306389	28.58306111	833.4	138	116	38	6942	308	3	305	51	225	228	51	703	141	9	70	359	40	44	359	38.09306389_28.58306111
BdTR1j	37.42728889	28.58520833	515.2	158	125	38	7216	342	17	325	69	250	253	69	866	186	7	81	481	31	37	481	37.42728889_28.58520833
BdTR1k	39.75949444	29.67804444	1012.3	100	107	37	6470	258	-31	289	15	177	180	15	676	100	16	44	261	65	79	261	39.75949444_29.67804444
BdTR1m	39.08672222	30.25248056	1073.9	106	114	36	7056	279	-33	312	14	192	195	14	486	64	12	38	166	49	68	166	39.08672222_30.25248056
BdTR1n	38.09986944	30.24558611	1032.8	121	122	38	7043	300	-18	318	32	211	212	32	505	73	11	44	192	43	59	192	38.09986944_30.24558611
BdTR2a	39.75295	30.78863056	932.3	104	108	34	7307	274	-38	312	95	193	196	8	429	54	12	37	140	46	69	138	39.75295_30.78863056
BdTR2b	40.08209722	31.33111389	670.9	122	109	35	7216	290	-19	309	27	209	212	27	458	57	16	33	149	58	80	149	40.08209722_31.33111389
BdTR2c	39.08580278	31.8915	869.5	117	114	35	7147	291	-26	317	107	204	207	23	387	49	8	38	133	37	58	115	39.08580278_31.8915
BdTR2d	38.42966111	31.30936389	1301.1	103	110	35	7074	275	-35	310	12	190	193	12	539	67	13	41	185	47	73	185	38.42966111_31.30936389
BdTR2e	38.42804722	32.404575	1011.5	107	132	38	7445	296	-48	344	98	197	201	9	366	49	6	45	133	26	40	113	38.42804722_32.404575
BdTR2f	37.77823333	31.88491111	1286.5	100	116	35	7520	279	-50	329	3	192	196	3	505	74	9	48	201	35	50	201	37.77823333_31.88491111
BdTR2g	40.39364722	32.98536667	1601.6	66	102	33	7218	230	-77	307	-31	153	154	-31	636	84	20	41	222	67	100	222	40.39364722_32.98536667
BdTR2h	39.75648611	32.43235	787.9	120	123	36	7524	305	-31	336	21	212	215	21	366	47	9	39	121	37	54	121	39.75648611_32.43235
BdTR2i	39.75445	33.53788056	869.8	113	114	34	7718	292	-36	328	106	207	210	11	401	55	7	44	138	33	52	135	39.75445_33.53788056
BdTR2j	39.41285556	32.98812222	1193.7	101	113	34	7758	282	-49	331	93	196	198	-2	396	56	6	46	142	30	46	133	39.41285556_32.98812222
BdTR2k	38.75798611	34.07176111	1145.5	105	123	36	7471	286	-48	334	95	196	199	7	385	50	5	48	140	23	43	131	38.75798611_34.07176111
BdTR2m	38.09799444	34.09455	1406.8	90	128	37	7435	277	-65	342	82	180	184	-8	326	51	5	51	134	20	40	92	38.09799444_34.09455
BdTR2n	37.76785556	33.51960556	1013.1	108	141	39	7505	300	-53	353	103	198	203	9	313	43	3	49	115	16	28	104	37.76785556_33.51960556
BdTR2o	39.75648611	32.43235	787.9	120	123	36	7524	305	-31	336	21	212	215	21	366	47	9	39	121	37	54	121	39.75648611_32.43235
BdTR2p	39.75445	33.53788056	869.8	113	114	34	7718	292	-36	328	106	207	210	11	401	55	7	44	138	33	52	135	39.75445_33.53788056
BdTR2r	39.41285556	32.98812222	1193.7	101	113	34	7758	282	-49	331	93	196	198	-2	396	56	6	46	142	30	46	133	39.41285556_32.98812222
BdTR2s	38.75798611	34.07176111	1145.5	105	123	36	7471	286	-48	334	95	196	199	7	385	50	5	48	140	23	43	131	38.75798611_34.07176111
BdTR3a	37.76785556	33.51960556	1013.1	108	141	39	7505	300	-53	353	103	198	203	9	313	43	3	49	115	16	28	104	37.76785556_33.51960556
BdTR3b	37.10885278	34.07140556	2387.2	50	107	33	7338	223	-94	317	-45	140	143	-45	581	82	9	52	218	32	55	218	37.10885278_34.07140556
BdTR3c	36.78303333	32.962975	1960.3	76	101	33	7251	240	-64	304	-18	165	167	-18	648	109	9	60	293	31	50	293	36.78303333_32.962975
BdTR3d	40.40553056	34.63613889	1086.7	96	121	37	7277	274	-52	326	132	183	186	-1	466	64	11	41	164	48	76	146	40.40553056_34.63613889
BdTR3e	39.74818056	34.65031944	1031.2	106	132	38	7353	294	-49	343	10	196	199	10	422	53	7	43	146	35	54	146	39.74818056_34.65031944
BdTR3f	39.09212222	35.18850556	1252	87	131	38	7137	270	-70	340	81	171	175	-9	406	55	7	45	150	32	55	123	39.09212222_35.18850556
BdTR3g	38.40468333	35.15953333	1085.9	110	129	38	7240	295	-42	337	102	198	200	14	395	54	5	48	150	26	45	121	38.40468333_35.15953333
BdTR3h	37.778675	35.20265278	3195.5	-2	106	32	7520	175	-151	326	-15	89	90	-101	719	94	13	51	273	46	81	249	37.778675_35.20265278
BdTR3i	39.74759167	36.81579167	1419.3	83	128	36	7628	273	-79	352	78	173	175	-21	428	62	7	47	165	32	55	124	39.74759167_36.81579167
BdTR3j	38.75703611	36.28247222	1851.1	56	129	36	7658	251	-107	358	50	148	149	-48	471	64	10	43	175	39	66	135	38.75703611_36.28247222
BdTR3k	38.42002778	37.39083056	1710.2	76	132	34	8299	283	-95	378	67	176	178	-35	479	61	6	52	178	23	40	159	38.42002778_37.39083056
BdTR3m	37.76611389	37.88987778	610	157	120	32	8934	364	-8	372	43	270	272	43	564	101	2	74	280	9	13	280	37.76611389_37.88987778
BdTR3n	37.43455278	36.81931944	789.1	157	120	34	8250	346	-2	348	51	260	261	51	711	127	3	76	362	15	16	362	37.43455278_36.81931944
BdTR3o	37.11736667	39.03043333	449.6	180	130	34	8818	390	16	374	68	291	294	68	435	78	0	78	219	2	4	219	37.11736667_39.03043333
BdTR3p	37.76154722	39.58242222	1158.2	147	112	29	9535	356	-23	379	26	269	269	26	673	108	2	71	299	8	8	299	37.76154722_39.58242222
BdTR3r	37.43718889	40.13069722	711.8	163	135	34	9244	384	-10	394	46	280	282	46	556	91	0	75	256	3	6	256	37.43718889_40.13069722
BdTR3s	38.09541667	40.65856667	687.1	156	131	32	9510	381	-20	401	47	277	278	34	589	87	1	69	250	7	11	244	38.09541667_40.65856667
BdTR3t	37.4588	41.244175	979.6	165	120	31	9422	381	-4	385	56	286	286	47	670	101	0	75	301	4	8	299	37.4588_41.244175
BdTR4C	38.09691667	42.32188889	1713.8	96	100	28	8671	289	-58	347	24	208	208	-12	889	130	4	65	375	18	18	336	38.09691667_42.32188889
BdTR4E	37.45880556	41.24416667	979.7	165	120	31	9422	381	-4	385	56	286	286	47	670	101	0	75	301	4	8	299	37.45880556_41.24416667
BdTR4G	38.09691667	42.32188889	1713.8	96	100	28	8671	289	-58	347	24	208	208	-12	889	130	4	65	375	18	18	336	38.09691667_42.32188889
BdTR4J	36.76644444	44.53525	882.2	168	124	31	9520	380	-8	388	57	289	289	47	768	153	0	89	426	1	1	390	36.76644444_44.53525
BdTR5a	36.76645556	44.53525	881.9	168	124	31	9520	380	-8	388	57	289	289	47	768	153	0	89	426	1	1	390	36.76645556_44.53525
BdTR5b	37.778675	35.20265278	3195.5	-2	106	32	7520	175	-151	326	-15	89	90	-101	719	94	13	51	273	46	81	249	37.778675_35.20265278
BdTR5c	39.74759167	36.81579167	1419.3	83	128	36	7628	273	-79	352	78	173	175	-21	428	62	7	47	165	32	55	124	39.74759167_36.81579167
BdTR5d	38.42804722	32.404575	1011.5	107	132	38	7445	296	-48	344	98	197	201	9	366	49	6	45	133	26	40	113	38.42804722_32.404575
BdTR5e	37.77823333	31.88491111	1286.5	100	116	35	7520	279	-50	329	3	192	196	3	505	74	9	48	201	35	50	201	37.77823333_31.88491111
BdTR5f	40.39364722	32.98536667	1601.6	66	102	33	7218	230	-77	307	-31	153	154	-31	636	84	20	41	222	67	100	222	40.39364722_32.98536667
BdTR5g	39.75648611	32.43235	787.9	120	123	36	7524	305	-31	336	21	212	215	21	366	47	9	39	121	37	54	121	39.75648611_32.43235
BdTR5h_R1	39.75445	33.53788056	869.8	113	114	34	7718	292	-36	328	106	207	210	11	401	55	7	44	138	33	52	135	39.75445_33.53788056
BdTR5h_R2	39.75445	33.53788056	869.8	113	114	34	7718	292	-36	328	106	207	210	11	401	55	7	44	138	33	52	135	39.75445_33.53788056
BdTR5i	40.39364722	32.98536667	1601.6	66	102	33	7218	230	-77	307	-31	153	154	-31	636	84	20	41	222	67	100	222	40.39364722_32.98536667
BdTR5j	40.39364722	32.98536667	1601.6	66	102	33	7218	230	-77	307	-31	153	154	-31	636	84	20	41	222	67	100	222	40.39364722_32.98536667
BdTR5k	40.39364722	32.98536667	1601.6	66	102	33	7218	230	-77	307	-31	153	154	-31	636	84	20	41	222	67	100	222	40.39364722_32.98536667
BdTR5m	40.39364722	32.98536667	1601.6	66	102	33	7218	230	-77	307	-31	153	154	-31	636	84	20	41	222	67	100	222	40.39364722_32.98536667
BdTR5n	40.39364722	32.98536667	1601.6	66	102	33	7218	230	-77	307	-31	153	154	-31	636	84	20	41	222	67	100	222	40.39364722_32.98536667
BdTR5o	39.75445	33.53788056	869.8	113	114	34	7718	292	-36	328	106	207	210	11	401	55	7	44	138	33	52	135	39.75445_33.53788056
BdTR6G.R1	33.310524	37.4599616	1040	115	136	39	7538	303	-43	346	16	206	210	16	347	46	4	52	126	16	28	126	33.310524_37.4599616
BdTR6K.R2	33.310524	37.4599616	1040	115	136	39	7538	303	-43	346	16	206	210	16	347	46	4	52	126	16	28	126	33.310524_37.4599616
BdTR6K.R4	33.310524	37.4599616	1040	115	136	39	7538	303	-43	346	16	206	210	16	347	46	4	52	126	16	28	126	33.310524_37.4599616
BdTR7a	39.74818056	34.65031944	1031.2	106	132	38	7353	294	-49	343	10	196	199	10	422	53	7	43	146	35	54	146	39.74818056_34.65031944
BdTR7b	39.09212222	35.18850556	1252	87	131	38	7137	270	-70	340	81	171	175	-9	406	55	7	45	150	32	55	123	39.09212222_35.18850556
BdTR8a	39.75445	33.53788056	869.8	113	114	34	7718	292	-36	328	106	207	210	11	401	55	7	44	138	33	52	135	39.75445_33.53788056
BdTR8c_R1	39.41285556	32.98812222	1193.7	101	113	34	7758	282	-49	331	93	196	198	-2	396	56	6	46	142	30	46	133	39.41285556_32.98812222
BdTR8c_R2	39.41285556	32.98812222	1193.7	101	113	34	7758	282	-49	331	93	196	198	-2	396	56	6	46	142	30	46	133	39.41285556_32.98812222
BdTR8f	37.76785556	33.51960556	1013.1	108	141	39	7505	300	-53	353	103	198	203	9	313	43	3	49	115	16	28	104	37.76785556_33.51960556
BdTR8i	37.10885278	34.07140556	2387.2	50	107	33	7338	223	-94	317	-45	140	143	-45	581	82	9	52	218	32	55	218	37.10885278_34.07140556
BdTR8m	39.09212222	35.18850556	1252	87	131	38	7137	270	-70	340	81	171	175	-9	406	55	7	45	150	32	55	123	39.09212222_35.18850556
BdTR8n	38.40468333	35.15953333	1085.9	110	129	38	7240	295	-42	337	102	198	200	14	395	54	5	48	150	26	45	121	38.40468333_35.15953333
BdTR9a	39.74759167	36.81579167	1419.3	83	128	36	7628	273	-79	352	78	173	175	-21	428	62	7	47	165	32	55	124	39.74759167_36.81579167
BdTR9b	39.73816389	28.04019722	365.3	132	109	36	6834	295	0	295	64	216	220	46	671	112	12	56	292	50	53	290	39.73816389_28.04019722
BdTR9c	38.76410833	28.58511667	607.2	136	116	39	6638	301	4	297	52	218	221	52	661	134	7	68	328	39	41	328	38.76410833_28.58511667
BdTR9e	38.09306389	28.58306111	833.4	138	116	38	6942	308	3	305	51	225	228	51	703	141	9	70	359	40	44	359	38.09306389_28.58306111
BdTR9f	37.42728889	28.58520833	515.2	158	125	38	7216	342	17	325	69	250	253	69	866	186	7	81	481	31	37	481	37.42728889_28.58520833
BdTR9g	39.75949444	29.67804444	1012.3	100	107	37	6470	258	-31	289	15	177	180	15	676	100	16	44	261	65	79	261	39.75949444_29.67804444
BdTR9h	39.08672222	30.25248056	1073.9	106	114	36	7056	279	-33	312	14	192	195	14	486	64	12	38	166	49	68	166	39.08672222_30.25248056
BdTR9i	38.09986944	30.24558611	1032.8	121	122	38	7043	300	-18	318	32	211	212	32	505	73	11	44	192	43	59	192	38.09986944_30.24558611
BdTR9j	37.12723889	30.23311667	1072.9	125	125	38	7148	302	-22	324	35	216	218	35	463	74	8	55	204	30	40	204	37.12723889_30.23311667
BdTR9k	39.75295	30.78863056	932.3	104	108	34	7307	274	-38	312	95	193	196	8	429	54	12	37	140	46	69	138	39.75295_30.78863056
BdTR9m	40.08209722	31.33111389	670.9	122	109	35	7216	290	-19	309	27	209	212	27	458	57	16	33	149	58	80	149	40.08209722_31.33111389
Bei1	42.17305	-0.09075	468	116	103	38	5625	263	-2	265	137	45	189	45	528	64	28	21	160	106	118	106	42.17305_-0.09075
Bei3_R1	42.17305	-0.09075	468	116	103	38	5625	263	-2	265	137	45	189	45	528	64	28	21	160	106	118	106	42.17305_-0.09075
