ID	Plate	Number	Letter	Lattitude	Longitude	Continent	Elevation	Bio_1_T_annual_mean	Bio_2_T_diurnal_range_mean	Bio_3_T_isothermality	Bio_4_T_seasonality	Bio_5_T_warmest_month_max	Bio_6_T_coldest_month_min	Bio_7_T_annual_range	Bio_8_T_wettest_quarter_mean	Bio_9_T_driest_quarter_mean	Bio_10_T_warmest_quarter_mean	Bio_11_T_coldest_quarter_mean	Bio_12_P_annual	Bio_13_P_wettest_month	Bio_14_P_driest_month	Bio_15_P_seasonality	Bio_16_P_wettest_quarter	Bio_17_P_driest_quarter	Bio_18_P_warmest_quarter	Bio_19_P_coldest_quarter	Pop.name	Cat.Lat.Long
Bdis23.02.s	19	7	E	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Bdis23.03.s	19	10	E	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Bdis23.05.r1.s	18	7	C	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Bdis23.05.r2.s	19	4	G	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Bdis23.05.r3.s	19	7	G	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Bdis23.05.r4.s	19	11	C	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Bdis23.05.r5.s	20	10	B	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Bdis23.1	4	10	D	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Bdis23.10	4	7	E	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Bdis23.11	5	4	C	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Bdis23.11.1	5	NA	NA	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Bdis23.12	5	5	C	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Bdis23.12.1	5	NA	NA	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Bdis23.13	5	6	C	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Bdis23.13.1	5	NA	NA	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Bdis23.14	5	7	C	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Bdis23.14.1	5	NA	NA	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Bdis23.15	5	8	C	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Bdis23.15.1	5	NA	NA	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Bdis23.16	5	9	C	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Bdis23.16.1	5	NA	NA	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Bdis23.17	5	10	C	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Bdis23.17.1	5	NA	NA	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Bdis23.2	4	11	D	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Bdis23.3	4	12	D	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Bdis23.4	4	1	E	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Bdis23.5	4	2	E	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Bdis23.6	4	3	E	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Bdis23.7	4	4	E	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Bdis23.8	4	5	E	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Bdis23.9	4	6	E	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Bdis23	42.60873_-0.95909
Mir1	17	1	A	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Mir	42.60873_-0.95909
Mir17	17	1	B	42.60873	-0.95909	1	547	112	102	39	5533	255	-3	258	79	184	184	42	790	86	40	18	234	153	153	216	Mir	42.60873_-0.95909
Bdis22.01.s	20	8	D	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.04.s	19	1	F	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.05.s	20	1	E	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.06.s	20	7	D	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.1	4	12	C	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.10	4	9	D	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.10.s	20	6	A	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.11	5	7	B	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.11.1	5	NA	NA	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.11.s	18	11	F	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.12	5	8	B	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.12.1	5	NA	NA	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.12.s	19	12	F	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.13	5	9	B	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.13.1	5	NA	NA	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.13.s	20	6	C	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.14	5	10	B	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.14.1	5	NA	NA	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.14.s	19	6	E	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.15	5	11	B	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.15.1	5	NA	NA	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.15.s	18	3	C	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.16	5	12	B	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.16.1	5	NA	NA	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.16.s	18	10	C	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.17	5	1	C	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.17.1	5	NA	NA	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.17.s	19	10	G	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.18	5	2	C	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.18.1	5	NA	NA	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.18.s	19	4	F	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.19	5	3	C	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.19.1	5	NA	NA	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.19.s	20	8	B	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.2	4	1	D	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.3	4	2	D	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.4	4	3	D	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.5	4	4	D	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.6	4	5	D	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.7	4	6	D	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.8	4	7	D	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Bdis22.9	4	8	D	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Bdis22	42.61005_-0.89319
Luc1	16	12	A	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Luc	42.61005_-0.89319
Luc12	16	12	B	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Luc	42.61005_-0.89319
Luc21	16	12	C	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Luc	42.61005_-0.89319
Luc21.2	16	NA	NA	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Luc	42.61005_-0.89319
Luc3	16	12	D	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Luc	42.61005_-0.89319
Luc3.2	16	NA	NA	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Luc	42.61005_-0.89319
Luc9	16	12	E	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Luc	42.61005_-0.89319
Luc9.2	16	NA	NA	42.61005	-0.89319	1	596.7	113	102	39	5502	255	-2	257	80	184	184	43	774	83	39	18	228	151	151	209	Luc	42.61005_-0.89319
Gal1	4	6	A	42.56319	-0.78688	1	631.4	108	102	39	5523	251	-7	258	75	180	180	39	748	78	39	16	215	150	154	194	Gal	42.56319_-0.78688
Gal1.s	20	8	H	42.56319	-0.78688	1	631.4	108	102	39	5523	251	-7	258	75	180	180	39	748	78	39	16	215	150	154	194	Gal	42.56319_-0.78688
Gal6	16	9	D	42.56319	-0.78688	1	631.4	108	102	39	5523	251	-7	258	75	180	180	39	748	78	39	16	215	150	154	194	Gal	42.56319_-0.78688
Gal6.2	16	NA	NA	42.56319	-0.78688	1	631.4	108	102	39	5523	251	-7	258	75	180	180	39	748	78	39	16	215	150	154	194	Gal	42.56319_-0.78688
Gal7	16	9	E	42.56319	-0.78688	1	631.4	108	102	39	5523	251	-7	258	75	180	180	39	748	78	39	16	215	150	154	194	Gal	42.56319_-0.78688
Rei7	17	4	A	42.56319	-0.78688	1	631.4	108	102	39	5523	251	-7	258	75	180	180	39	748	78	39	16	215	150	154	194	Rei7	42.56319_-0.78688
Bel1	16	6	C	41.29946	-0.74159	1	457.2	136	102	36	6116	288	11	277	158	60	215	60	370	53	18	32	126	67	82	67	Bel	41.29946_-0.74159
Bel15	16	6	D	41.29946	-0.74159	1	457.2	136	102	36	6116	288	11	277	158	60	215	60	370	53	18	32	126	67	82	67	Bel	41.29946_-0.74159
Bel15.2	16	NA	NA	41.29946	-0.74159	1	457.2	136	102	36	6116	288	11	277	158	60	215	60	370	53	18	32	126	67	82	67	Bel	41.29946_-0.74159
Bel2	16	6	E	41.29946	-0.74159	1	457.2	136	102	36	6116	288	11	277	158	60	215	60	370	53	18	32	126	67	82	67	Bel	41.29946_-0.74159
Bel27	16	6	F	41.29946	-0.74159	1	457.2	136	102	36	6116	288	11	277	158	60	215	60	370	53	18	32	126	67	82	67	Bel	41.29946_-0.74159
Bel8	16	6	G	41.29946	-0.74159	1	457.2	136	102	36	6116	288	11	277	158	60	215	60	370	53	18	32	126	67	82	67	Bel	41.29946_-0.74159
Ban1	16	4	H	42.58062	-0.57992	1	817.3	97	100	39	5394	237	-17	254	115	167	167	29	778	83	43	15	217	163	167	193	Ban	42.58062_-0.57992
Ban1.2	16	NA	16	42.58062	-0.57992	1	817.3	97	100	39	5394	237	-17	254	115	167	167	29	778	83	43	15	217	163	167	193	Ban	42.58062_-0.57992
Ban2	16	5	A	42.58062	-0.57992	1	817.3	97	100	39	5394	237	-17	254	115	167	167	29	778	83	43	15	217	163	167	193	Ban	42.58062_-0.57992
Ban2.2	16	NA	16	42.58062	-0.57992	1	817.3	97	100	39	5394	237	-17	254	115	167	167	29	778	83	43	15	217	163	167	193	Ban	42.58062_-0.57992
Ban3	16	5	B	42.58062	-0.57992	1	817.3	97	100	39	5394	237	-17	254	115	167	167	29	778	83	43	15	217	163	167	193	Ban	42.58062_-0.57992
Ban3.2	16	NA	16	42.58062	-0.57992	1	817.3	97	100	39	5394	237	-17	254	115	167	167	29	778	83	43	15	217	163	167	193	Ban	42.58062_-0.57992
Ban4	16	5	C	42.58062	-0.57992	1	817.3	97	100	39	5394	237	-17	254	115	167	167	29	778	83	43	15	217	163	167	193	Ban	42.58062_-0.57992
Ban4.2	16	NA	16	42.58062	-0.57992	1	817.3	97	100	39	5394	237	-17	254	115	167	167	29	778	83	43	15	217	163	167	193	Ban	42.58062_-0.57992
ABR5	4	2	A	42.570276	-0.547943	1	828	95	99	39	5402	235	-17	252	113	166	166	28	779	84	43	15	218	164	164	191	ABR5	42.570276_-0.547943
ABR5.R4	32	5	F	42.570276	-0.547943	1	828	95	99	39	5402	235	-17	252	113	166	166	28	779	84	43	15	218	164	164	191	ABR5	42.570276_-0.547943
ABR5.s	18	1	G	42.570276	-0.547943	1	828	95	99	39	5402	235	-17	252	113	166	166	28	779	84	43	15	218	164	164	191	ABR5	42.570276_-0.547943
Uni14	17	5	D	42.117771	-0.445225	1	468	119	102	38	5593	265	1	264	140	48	192	48	471	59	23	23	143	97	98	97	Uni14	42.117771_-0.445225
Uni2	4	3	B	42.117771	-0.445225	1	468	119	102	38	5593	265	1	264	140	48	192	48	471	59	23	23	143	97	98	97	Uni14	42.117771_-0.445225
Uni2.s	20	3	G	42.117771	-0.445225	1	468	119	102	38	5593	265	1	264	140	48	192	48	471	59	23	23	143	97	98	97	Uni14	42.117771_-0.445225
Uni8	17	5	E	42.117771	-0.445225	1	468	119	102	38	5593	265	1	264	140	48	192	48	471	59	23	23	143	97	98	97	Uni14	42.117771_-0.445225
ABR4	2	2	A	40.992727	-0.271568	1	480.2	137	98	36	5896	282	16	266	158	74	215	66	430	58	19	33	139	77	90	77	ABR4	40.992727_-0.271568
ABR4.s	20	1	F	40.992727	-0.271568	1	480.2	137	98	36	5896	282	16	266	158	74	215	66	430	58	19	33	139	77	90	77	ABR4	40.992727_-0.271568
Mon1	17	1	C	41.65132	-0.21042	1	509.9	128	104	37	5963	281	4	277	150	53	206	53	427	57	21	28	138	78	93	78	Mon	41.65132_-0.21042
Mon11	17	1	D	41.65132	-0.21042	1	509.9	128	104	37	5963	281	4	277	150	53	206	53	427	57	21	28	138	78	93	78	Mon	41.65132_-0.21042
Mon17	17	1	E	41.65132	-0.21042	1	509.9	128	104	37	5963	281	4	277	150	53	206	53	427	57	21	28	138	78	93	78	Mon	41.65132_-0.21042
MON2	3	1	G	41.65132	-0.21042	1	509.9	128	104	37	5963	281	4	277	150	53	206	53	427	57	21	28	138	78	93	78	Mon	41.65132_-0.21042
Mon2.s	19	6	D	41.65132	-0.21042	1	509.9	128	104	37	5963	281	4	277	150	53	206	53	427	57	21	28	138	78	93	78	Mon	41.65132_-0.21042
Mon3	4	1	B	41.65132	-0.21042	1	509.9	128	104	37	5963	281	4	277	150	53	206	53	427	57	21	28	138	78	93	78	Mon	41.65132_-0.21042
Mon3.s	18	4	H	41.65132	-0.21042	1	509.9	128	104	37	5963	281	4	277	150	53	206	53	427	57	21	28	138	78	93	78	Mon	41.65132_-0.21042
Mon4	17	1	G	41.65132	-0.21042	1	509.9	128	104	37	5963	281	4	277	150	53	206	53	427	57	21	28	138	78	93	78	Mon	41.65132_-0.21042
Mig1	16	12	F	42.14799	-0.19497	1	570.2	113	101	38	5530	257	-4	261	133	43	184	43	514	64	27	22	157	102	113	102	Mig	42.14799_-0.19497
Mig3	16	12	G	42.14799	-0.19497	1	570.2	113	101	38	5530	257	-4	261	133	43	184	43	514	64	27	22	157	102	113	102	Mig	42.14799_-0.19497
Mig3.s	18	8	H	42.14799	-0.19497	1	570.2	113	101	38	5530	257	-4	261	133	43	184	43	514	64	27	22	157	102	113	102	Mig	42.14799_-0.19497
Bdis05.01.s	18	11	E	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.07.s	18	11	B	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.09.s	18	11	C	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.1	4	2	C	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.10	4	11	C	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.11	5	10	A	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.11.1	5	NA	NA	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.11.s	19	8	D	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.12	5	11	A	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.12.1	5	NA	NA	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.12.s	18	5	E	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.13	5	12	A	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.13.1	5	NA	NA	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.13.s	19	11	A	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.14	5	1	B	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.14.1	5	NA	NA	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.14.s	18	9	D	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.15	5	2	B	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.15.1	5	NA	NA	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.15.s	18	7	B	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.16	5	3	B	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.16.1	5	NA	NA	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.16.s	20	2	G	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.17	5	4	B	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.17.1	5	NA	NA	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.17.s	18	12	B	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.18	5	5	B	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.18.1	5	NA	NA	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.18.s	18	1	E	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.19	5	6	B	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.19.1	5	NA	NA	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.19.s	18	3	E	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
Bdis05.2	4	3	C	41.78622	-0.18278	1	293.2	136	106	38	5955	290	12	278	160	61	213	61	405	53	19	28	129	74	86	74	Bdis05	41.78622_-0.18278
