ID	Plate	Number	Letter	Lattitude	Longitude	Continent	Elevation	Bio_1_T_annual_mean	Bio_2_T_diurnal_range_mean	Bio_3_T_isothermality	Bio_4_T_seasonality	Bio_5_T_warmest_month_max	Bio_6_T_coldest_month_min	Bio_7_T_annual_range	Bio_8_T_wettest_quarter_mean	Bio_9_T_driest_quarter_mean	Bio_10_T_warmest_quarter_mean	Bio_11_T_coldest_quarter_mean	Bio_12_P_annual	Bio_13_P_wettest_month	Bio_14_P_driest_month	Bio_15_P_seasonality	Bio_16_P_wettest_quarter	Bio_17_P_driest_quarter	Bio_18_P_warmest_quarter	Bio_19_P_coldest_quarter	Pop.name	Cat.Lat.Long
Bd21.3.2	16	NA	NA	33.76088333	44.403075	2	42.1	228	152	38	8764	437	45	392	127	337	337	113	171	31	0	86	88	0	0	87	BD28	33.76088333_44.403075
BD21.3.s	20	1	D	33.76088333	44.403075	2	42.1	228	152	38	8764	437	45	392	127	337	337	113	171	31	0	86	88	0	0	87	BD29	33.76088333_44.403075
BD21.r1.s	18	1	F	33.76088333	44.403075	2	42.1	228	152	38	8764	437	45	392	127	337	337	113	171	31	0	86	88	0	0	87	BD30	33.76088333_44.403075
BD21.r2.s	18	4	D	33.76088333	44.403075	2	42.1	228	152	38	8764	437	45	392	127	337	337	113	171	31	0	86	88	0	0	87	BD31	33.76088333_44.403075
BD21.r3.s	18	5	D	33.76088333	44.403075	2	42.1	228	152	38	8764	437	45	392	127	337	337	113	171	31	0	86	88	0	0	87	BD32	33.76088333_44.403075
BD21.r4.s	18	7	D	33.76088333	44.403075	2	42.1	228	152	38	8764	437	45	392	127	337	337	113	171	31	0	86	88	0	0	87	BD33	33.76088333_44.403075
BD21.r5.s	19	6	G	33.76088333	44.403075	2	42.1	228	152	38	8764	437	45	392	127	337	337	113	171	31	0	86	88	0	0	87	BD34	33.76088333_44.403075
BD21.r6.s	19	9	E	33.76088333	44.403075	2	42.1	228	152	38	8764	437	45	392	127	337	337	113	171	31	0	86	88	0	0	87	BD35	33.76088333_44.403075
BD3.1	2	12	B	33.76088333	44.403075	2	42.1	228	152	38	8764	437	45	392	127	337	337	113	171	31	0	86	88	0	0	87	BD3	33.76088333_44.403075
Bd3.1	15	10	A	33.76088333	44.403075	2	42.1	228	152	38	8764	437	45	392	127	337	337	113	171	31	0	86	88	0	0	87	BD3	33.76088333_44.403075
BD3.1.s	18	2	E	33.76088333	44.403075	2	42.1	228	152	38	8764	437	45	392	127	337	337	113	171	31	0	86	88	0	0	87	BD3	33.76088333_44.403075
BD3.2.s	18	1	D	33.76088333	44.403075	2	42.1	228	152	38	8764	437	45	392	127	337	337	113	171	31	0	86	88	0	0	87	BD3	33.76088333_44.403075
ref-Dgenome	1	NA	NA	33.76088333	44.403075	2	42.1	228	152	38	8764	437	45	392	127	337	337	113	171	31	0	86	88	0	0	87	BD21	33.76088333_44.403075
UKR.99.137	16	1	E	33.78833333	44.4325	1	42	228	152	38	8754	437	45	392	127	336	336	113	173	31	0	88	89	0	0	89	UKR99	33.78833333_44.4325
UKR.99.137.s	18	6	H	33.78833333	44.4325	1	42	228	152	38	8754	437	45	392	127	336	336	113	173	31	0	88	89	0	0	89	UKR99	33.78833333_44.4325
BD29.1	2	4	C	33.55638889	44.51527778	1	185	111	86	29	7184	265	-23	288	40	96	204	21	513	61	33	19	161	103	131	152	BD29	33.55638889_44.51527778
Bd29.1	17	6	E	33.55638889	44.51527778	1	185	111	86	29	7184	265	-23	288	40	96	204	21	513	61	33	19	161	103	131	152	BD29	33.55638889_44.51527778
BdTR13n	3	4	E	36.76645556	44.53525	2	881.9	168	124	31	9520	380	-8	388	57	289	289	47	768	153	0	89	426	1	1	390	T53	36.76645556_44.53525
BdTR13n.s	18	12	E	36.76645556	44.53525	2	881.9	168	124	31	9520	380	-8	388	57	289	289	47	768	153	0	89	426	1	1	390	T53	36.76645556_44.53525
BdTR4J	16	3	B	36.76644444	44.53525	2	882.2	168	124	31	9520	380	-8	388	57	289	289	47	768	153	0	89	426	1	1	390	T53	36.76644444_44.53525
BdTR5a	2	6	G	36.76645556	44.53525	2	881.9	168	124	31	9520	380	-8	388	57	289	289	47	768	153	0	89	426	1	1	390	T53	36.76645556_44.53525
BdTR5a.s	20	3	H	36.76645556	44.53525	2	881.9	168	124	31	9520	380	-8	388	57	289	289	47	768	153	0	89	426	1	1	390	T53	36.76645556_44.53525
X10Geo.G30i2.c6.R1	31	1	G	41.345833	45.068056	1	316	141	108	31	8395	321	-22	343	183	32	246	32	446	70	20	39	176	66	134	66	X10Geo	41.345833_45.068056
BRA.408	27	10	A	39.548662	46.311979	1	1736.8	78	105	31	8034	254	-80	334	113	-27	178	-27	588	97	24	45	249	86	151	86	Akn	39.548662_46.311979
BRA.409	27	7	E	39.473305	46.362619	1	1109.1	108	101	29	8289	285	-52	337	148	0	212	0	528	87	23	44	222	80	130	80	Gor	39.473305_46.362619
BRA.410	27	7	E	39.473305	46.362619	1	1109.1	108	101	29	8289	285	-52	337	148	0	212	0	528	87	23	44	222	80	130	80	Gor	39.473305_46.362619
BRA.411	27	7	E	39.473305	46.362619	1	1109.1	108	101	29	8289	285	-52	337	148	0	212	0	528	87	23	44	222	80	130	80	Gor	39.473305_46.362619
BRA.412	27	7	E	39.473305	46.362619	1	1109.1	108	101	29	8289	285	-52	337	148	0	212	0	528	87	23	44	222	80	130	80	Gor	39.473305_46.362619
BRA.413	27	7	E	39.473305	46.362619	1	1109.1	108	101	29	8289	285	-52	337	148	0	212	0	528	87	23	44	222	80	130	80	Gor	39.473305_46.362619
BRA.414	27	7	E	39.473305	46.362619	1	1109.1	108	101	29	8289	285	-52	337	148	0	212	0	528	87	23	44	222	80	130	80	Gor	39.473305_46.362619
BRA.415	27	7	E	39.473305	46.362619	1	1109.1	108	101	29	8289	285	-52	337	148	0	212	0	528	87	23	44	222	80	130	80	Gor	39.473305_46.362619
BRA.416	27	7	E	39.473305	46.362619	1	1109.1	108	101	29	8289	285	-52	337	148	0	212	0	528	87	23	44	222	80	130	80	Gor	39.473305_46.362619
BRA.417	27	7	E	39.473305	46.362619	1	1109.1	108	101	29	8289	285	-52	337	148	0	212	0	528	87	23	44	222	80	130	80	Gor	39.473305_46.362619
BRA.418	27	7	E	39.473305	46.362619	1	1109.1	108	101	29	8289	285	-52	337	148	0	212	0	528	87	23	44	222	80	130	80	Gor	39.473305_46.362619
BRA.419	28	NA	NA	39.473305	46.362619	1	1109.1	108	101	29	8289	285	-52	337	148	0	212	0	528	87	23	44	222	80	130	80	Gor	39.473305_46.362619
X18Geo32i2.C4.R4	32	4	B	46.272222	46.470833	1	-22	100	100	24	10960	314	-89	403	220	-32	239	-41	243	28	13	23	80	44	76	48	X18Geo	46.272222_46.470833
Bd17.1	15	11	F	33.721011	46.976595	2	1111.9	161	160	39	8459	386	-15	401	64	269	269	52	410	70	0	82	198	0	0	186	Bd17	33.721011_46.976595
BD17.10	32	9	B	33.721011	46.976595	2	1111.9	161	160	39	8459	386	-15	401	64	269	269	52	410	70	0	82	198	0	0	186	Bd17	33.721011_46.976595
BD17.13	31	3	B	33.721011	46.976595	2	1111.9	161	160	39	8459	386	-15	401	64	269	269	52	410	70	0	82	198	0	0	186	Bd17	33.721011_46.976595
BD17.16	31	3	E	33.721011	46.976595	2	1111.9	161	160	39	8459	386	-15	401	64	269	269	52	410	70	0	82	198	0	0	186	Bd17	33.721011_46.976595
BD17.4	32	4	A	33.721011	46.976595	2	1111.9	161	160	39	8459	386	-15	401	64	269	269	52	410	70	0	82	198	0	0	186	Bd17	33.721011_46.976595
BD17.5	31	9	F	33.721011	46.976595	2	1111.9	161	160	39	8459	386	-15	401	64	269	269	52	410	70	0	82	198	0	0	186	Bd17	33.721011_46.976595
BD17.9	31	11	G	33.721011	46.976595	2	1111.9	161	160	39	8459	386	-15	401	64	269	269	52	410	70	0	82	198	0	0	186	Bd17	33.721011_46.976595
Bd16.1	15	11	E	32.196242	48.233929	2	72.5	245	156	39	8758	459	61	398	148	355	355	130	311	72	0	97	180	0	0	172	Bd16	32.196242_48.233929
BD16.11	31	1	B	32.196242	48.233929	2	72.5	245	156	39	8758	459	61	398	148	355	355	130	311	72	0	97	180	0	0	172	Bd16	32.196242_48.233929
BD16.4	31	2	H	32.196242	48.233929	2	72.5	245	156	39	8758	459	61	398	148	355	355	130	311	72	0	97	180	0	0	172	Bd16	32.196242_48.233929
Bd15.1	15	11	D	33.135099	48.639983	2	753	193	156	38	8599	416	13	403	84	304	304	84	450	91	0	86	228	0	0	228	Bd15	33.135099_48.639983
BD15.18	31	8	G	33.135099	48.639983	2	753	193	156	38	8599	416	13	403	84	304	304	84	450	91	0	86	228	0	0	228	Bd15	33.135099_48.639983
Bd12.1	15	11	A	31.697793	48.806763	2	25.9	255	155	39	8725	464	71	393	138	361	361	138	296	69	0	100	175	0	0	175	Bd12	31.697793_48.806763
BD12.12	32	11	D	31.697793	48.806763	2	25.9	255	155	39	8725	464	71	393	138	361	361	138	296	69	0	100	175	0	0	175	Bd12	31.697793_48.806763
BD12.17	31	5	C	31.697793	48.806763	2	25.9	255	155	39	8725	464	71	393	138	361	361	138	296	69	0	100	175	0	0	175	Bd12	31.697793_48.806763
BD12.6	31	12	C	31.697793	48.806763	2	25.9	255	155	39	8725	464	71	393	138	361	361	138	296	69	0	100	175	0	0	175	Bd12	31.697793_48.806763
Bd14.1	15	11	C	31.43335	49.031982	2	27.1	256	153	39	8734	461	74	387	138	361	361	138	289	65	0	99	174	0	0	174	Bd14	31.43335_49.031982
BD14.17	32	11	B	31.43335	49.031982	2	27.1	256	153	39	8734	461	74	387	138	361	361	138	289	65	0	99	174	0	0	174	Bd14	31.43335_49.031982
BD14.18	31	6	H	31.43335	49.031982	2	27.1	256	153	39	8734	461	74	387	138	361	361	138	289	65	0	99	174	0	0	174	Bd14	31.43335_49.031982
BD14.9	32	6	A	31.43335	49.031982	2	27.1	256	153	39	8734	461	74	387	138	361	361	138	289	65	0	99	174	0	0	174	Bd14	31.43335_49.031982
Bd11.1	15	10	H	29.620923	51.625957	2	821.7	218	128	34	8976	416	42	374	129	259	333	101	254	62	0	106	164	0	1	158	Bd11	29.620923_51.625957
Bd7.1	15	10	E	32.023213	63.889618	2	975	182	173	41	8811	400	-16	416	92	296	296	66	114	29	0	106	77	0	0	69	Bd7	32.023213_63.889618
BD7.11	31	11	F	32.023213	63.889618	2	975	182	173	41	8811	400	-16	416	92	296	296	66	114	29	0	106	77	0	0	69	Bd7	32.023213_63.889618
BD7.12	32	4	E	32.023213	63.889618	2	975	182	173	41	8811	400	-16	416	92	296	296	66	114	29	0	106	77	0	0	69	Bd7	32.023213_63.889618
BD7.9	32	12	D	32.023213	63.889618	2	975	182	173	41	8811	400	-16	416	92	296	296	66	114	29	0	106	77	0	0	69	Bd7	32.023213_63.889618
Bd8.1	15	10	F	32.322163	65.116643	2	1018.6	177	173	41	8866	398	-16	414	82	291	291	60	174	45	0	112	124	0	0	107	Bd8	32.322163_65.116643
BD8.10	31	6	E	32.322163	65.116643	2	1018.6	177	173	41	8866	398	-16	414	82	291	291	60	174	45	0	112	124	0	0	107	Bd8	32.322163_65.116643
BD8.11	31	7	D	32.322163	65.116643	2	1018.6	177	173	41	8866	398	-16	414	82	291	291	60	174	45	0	112	124	0	0	107	Bd8	32.322163_65.116643
BD8.7	31	1	F	32.322163	65.116643	2	1018.6	177	173	41	8866	398	-16	414	82	291	291	60	174	45	0	112	124	0	0	107	Bd8	32.322163_65.116643
Bd6.1	15	10	D	31.606025	65.707169	2	999	190	173	41	8977	409	-6	415	94	240	306	72	172	62	0	129	132	1	2	124	Bd6	31.606025_65.707169
BD6.15	32	10	A	31.606025	65.707169	2	999	190	173	41	8977	409	-6	415	94	240	306	72	172	62	0	129	132	1	2	124	Bd6	31.606025_65.707169
1930	15	12	E	36.749338	66.89867	2	346.8	174	135	33	9576	387	-16	403	71	299	299	51	176	43	0	95	103	0	0	82	USDA1930	36.749338_66.89867
1930.1	32	8	E	36.749338	66.89867	2	346.8	174	135	33	9576	387	-16	403	71	299	299	51	176	43	0	95	103	0	0	82	USDA1930	36.749338_66.89867
1930.1.2	31	10	G	36.749338	66.89867	2	346.8	174	135	33	9576	387	-16	403	71	299	299	51	176	43	0	95	103	0	0	82	USDA1930	36.749338_66.89867
1930.17	32	8	A	36.749338	66.89867	2	346.8	174	135	33	9576	387	-16	403	71	299	299	51	176	43	0	95	103	0	0	82	USDA1930	36.749338_66.89867
1930.3	32	4	C	36.749338	66.89867	2	346.8	174	135	33	9576	387	-16	403	71	299	299	51	176	43	0	95	103	0	0	82	USDA1930	36.749338_66.89867
1930.5	31	4	E	36.749338	66.89867	2	346.8	174	135	33	9576	387	-16	403	71	299	299	51	176	43	0	95	103	0	0	82	USDA1930	36.749338_66.89867
1930.6	32	8	B	36.749338	66.89867	2	346.8	174	135	33	9576	387	-16	403	71	299	299	51	176	43	0	95	103	0	0	82	USDA1930	36.749338_66.89867
Bd9.1	15	10	G	34.525793	69.148636	2	1838.8	121	150	36	8752	325	-82	407	65	229	229	1	327	78	1	96	207	9	9	121	Bd9	34.525793_69.148636
BD9.14	32	1	A	34.525793	69.148636	2	1838.8	121	150	36	8752	325	-82	407	65	229	229	1	327	78	1	96	207	9	9	121	Bd9	34.525793_69.148636
Bd5.1	15	10	C	34.073991	71.205139	2	978.1	191	124	35	8163	366	14	352	137	199	292	83	461	96	8	68	230	50	72	112	Bd5	34.073991_71.205139
BD19.13	32	5	A	33.901197	71.802864	2	436.3	220	137	36	7907	402	30	372	300	172	314	113	485	88	13	57	193	52	170	110	Bd19	33.901197_71.802864
BD19.14	31	4	G	33.901197	71.802864	2	436.3	220	137	36	7907	402	30	372	300	172	314	113	485	88	13	57	193	52	170	110	Bd19	33.901197_71.802864
BD19.16	32	4	F	33.901197	71.802864	2	436.3	220	137	36	7907	402	30	372	300	172	314	113	485	88	13	57	193	52	170	110	Bd19	33.901197_71.802864
BD19.17	31	11	C	33.901197	71.802864	2	436.3	220	137	36	7907	402	30	372	300	172	314	113	485	88	13	57	193	52	170	110	Bd19	33.901197_71.802864
Bd19.2	15	11	H	33.901197	71.802864	2	436.3	220	137	36	7907	402	30	372	300	172	314	113	485	88	13	57	193	52	170	110	Bd19	33.901197_71.802864
BD19.3	32	12	E	33.901197	71.802864	2	436.3	220	137	36	7907	402	30	372	300	172	314	113	485	88	13	57	193	52	170	110	Bd19	33.901197_71.802864
BD19.4	31	7	G	33.901197	71.802864	2	436.3	220	137	36	7907	402	30	372	300	172	314	113	485	88	13	57	193	52	170	110	Bd19	33.901197_71.802864
GND.1	14	10	A	-35.8025	137.7277	4	66.2	152	70	47	2773	232	86	146	117	188	188	117	566	93	14	56	255	50	50	255	GND	-35.8025_137.7277
GND.2	14	10	B	-35.8025	137.7277	4	66.2	152	70	47	2773	232	86	146	117	188	188	117	566	93	14	56	255	50	50	255	GND	-35.8025_137.7277
GND.3	14	10	C	-35.8025	137.7277	4	66.2	152	70	47	2773	232	86	146	117	188	188	117	566	93	14	56	255	50	50	255	GND	-35.8025_137.7277
GND.5	14	10	E	-35.8025	137.7277	4	66.2	152	70	47	2773	232	86	146	117	188	188	117	566	93	14	56	255	50	50	255	GND	-35.8025_137.7277
GND.6	14	10	F	-35.8025	137.7277	4	66.2	152	70	47	2773	232	86	146	117	188	188	117	566	93	14	56	255	50	50	255	GND	-35.8025_137.7277
GND.7	14	10	G	-35.8025	137.7277	4	66.2	152	70	47	2773	232	86	146	117	188	188	117	566	93	14	56	255	50	50	255	GND	-35.8025_137.7277
GND.8	14	10	H	-35.8025	137.7277	4	66.2	152	70	47	2773	232	86	146	117	188	188	117	566	93	14	56	255	50	50	255	GND	-35.8025_137.7277
ADN3.1	13	11	A	-32.292276	138.009018	4	359.1	168	134	48	5312	317	38	279	108	235	235	99	349	43	17	31	122	55	55	116	ADN	-32.292276_138.009018
ADN3.2	13	11	B	-32.292276	138.009018	4	359.1	168	134	48	5312	317	38	279	108	235	235	99	349	43	17	31	122	55	55	116	ADN	-32.292276_138.009018
ADN3.3	13	11	C	-32.292276	138.009018	4	359.1	168	134	48	5312	317	38	279	108	235	235	99	349	43	17	31	122	55	55	116	ADN	-32.292276_138.009018
ADN3.4	13	11	D	-32.292276	138.009018	4	359.1	168	134	48	5312	317	38	279	108	235	235	99	349	43	17	31	122	55	55	116	ADN	-32.292276_138.009018
ADN3.5	13	11	E	-32.292276	138.009018	4	359.1	168	134	48	5312	317	38	279	108	235	235	99	349	43	17	31	122	55	55	116	ADN	-32.292276_138.009018
ADN3.6	13	11	F	-32.292276	138.009018	4	359.1	168	134	48	5312	317	38	279	108	235	235	99	349	43	17	31	122	55	55	116	ADN	-32.292276_138.009018
ADN3.7	13	11	G	-32.292276	138.009018	4	359.1	168	134	48	5312	317	38	279	108	235	235	99	349	43	17	31	122	55	55	116	ADN	-32.292276_138.009018
ADN3.8	13	11	H	-32.292276	138.009018	4	359.1	168	134	48	5312	317	38	279	108	235	235	99	349	43	17	31	122	55	55	116	ADN	-32.292276_138.009018
ADN1.1	13	10	A	-32.2916058	138.009069	4	363	168	134	47	5351	318	37	281	108	235	235	98	348	42	17	31	121	55	55	116	ADN	-32.2916058_138.009069
ADN1.2	13	10	B	-32.2916058	138.009069	4	363	168	134	47	5351	318	37	281	108	235	235	98	348	42	17	31	121	55	55	116	ADN	-32.2916058_138.009069
ADN1.3	13	10	C	-32.2916058	138.009069	4	363	168	134	47	5351	318	37	281	108	235	235	98	348	42	17	31	121	55	55	116	ADN	-32.2916058_138.009069
ADN1.4	13	10	D	-32.2916058	138.009069	4	363	168	134	47	5351	318	37	281	108	235	235	98	348	42	17	31	121	55	55	116	ADN	-32.2916058_138.009069
ADN1.5	13	10	E	-32.2916058	138.009069	4	363	168	134	47	5351	318	37	281	108	235	235	98	348	42	17	31	121	55	55	116	ADN	-32.2916058_138.009069
ADN1.6	13	10	F	-32.2916058	138.009069	4	363	168	134	47	5351	318	37	281	108	235	235	98	348	42	17	31	121	55	55	116	ADN	-32.2916058_138.009069
ADN1.7	13	10	G	-32.2916058	138.009069	4	363	168	134	47	5351	318	37	281	108	235	235	98	348	42	17	31	121	55	55	116	ADN	-32.2916058_138.009069
ADN1.8	13	10	H	-32.2916058	138.009069	4	363	168	134	47	5351	318	37	281	108	235	235	98	348	42	17	31	121	55	55	116	ADN	-32.2916058_138.009069
ADN2.1	13	12	A	-32.29201	138.00928	4	360.4	168	134	48	5312	317	38	279	108	235	235	99	349	43	17	31	122	55	55	116	ADN	-32.29201_138.00928
ADN2.2	13	12	B	-32.29201	138.00928	4	360.4	168	134	48	5312	317	38	279	108	235	235	99	349	43	17	31	122	55	55	116	ADN	-32.29201_138.00928
ADN2.3	13	12	C	-32.29201	138.00928	4	360.4	168	134	48	5312	317	38	279	108	235	235	99	349	43	17	31	122	55	55	116	ADN	-32.29201_138.00928
ADN2.4	13	12	D	-32.29201	138.00928	4	360.4	168	134	48	5312	317	38	279	108	235	235	99	349	43	17	31	122	55	55	116	ADN	-32.29201_138.00928
ADN2.5	13	12	E	-32.29201	138.00928	4	360.4	168	134	48	5312	317	38	279	108	235	235	99	349	43	17	31	122	55	55	116	ADN	-32.29201_138.00928
ADN2.6	13	12	F	-32.29201	138.00928	4	360.4	168	134	48	5312	317	38	279	108	235	235	99	349	43	17	31	122	55	55	116	ADN	-32.29201_138.00928
ADN2.7	13	12	G	-32.29201	138.00928	4	360.4	168	134	48	5312	317	38	279	108	235	235	99	349	43	17	31	122	55	55	116	ADN	-32.29201_138.00928
PRI.1	6	4	C	-32.466169	138.014476	4	430	162	132	48	5214	310	35	275	102	225	227	94	458	55	21	34	161	66	69	157	PRI	-32.466169_138.014476
PRI.2	6	5	C	-32.466169	138.014476	4	430	162	132	48	5214	310	35	275	102	225	227	94	458	55	21	34	161	66	69	157	PRI	-32.466169_138.014476
PRI.8	6	3	C	-32.466169	138.014476	4	430	162	132	48	5214	310	35	275	102	225	227	94	458	55	21	34	161	66	69	157	PRI	-32.466169_138.014476
DSC2.1	14	8	A	-32.3250902	138.026278	4	326.5	170	133	47	5272	319	41	278	110	236	236	101	344	41	17	31	118	55	55	114	DSC	-32.3250902_138.026278
DSC2.2	14	8	B	-32.3250902	138.026278	4	326.5	170	133	47	5272	319	41	278	110	236	236	101	344	41	17	31	118	55	55	114	DSC	-32.3250902_138.026278
DSC2.3	14	8	C	-32.3250902	138.026278	4	326.5	170	133	47	5272	319	41	278	110	236	236	101	344	41	17	31	118	55	55	114	DSC	-32.3250902_138.026278
DSC2.4	14	8	D	-32.3250902	138.026278	4	326.5	170	133	47	5272	319	41	278	110	236	236	101	344	41	17	31	118	55	55	114	DSC	-32.3250902_138.026278
DSC2.5	14	8	E	-32.3250902	138.026278	4	326.5	170	133	47	5272	319	41	278	110	236	236	101	344	41	17	31	118	55	55	114	DSC	-32.3250902_138.026278
DSC2.6	14	8	F	-32.3250902	138.026278	4	326.5	170	133	47	5272	319	41	278	110	236	236	101	344	41	17	31	118	55	55	114	DSC	-32.3250902_138.026278
DSC2.7	14	8	G	-32.3250902	138.026278	4	326.5	170	133	47	5272	319	41	278	110	236	236	101	344	41	17	31	118	55	55	114	DSC	-32.3250902_138.026278
DSC2.8	14	8	H	-32.3250902	138.026278	4	326.5	170	133	47	5272	319	41	278	110	236	236	101	344	41	17	31	118	55	55	114	DSC	-32.3250902_138.026278
DSC1.1	14	7	A	-32.3249457	138.02641	4	326.3	169	134	48	5253	318	40	278	110	235	235	101	346	42	17	31	119	55	55	114	DSC	-32.3249457_138.02641
DSC1.2	14	7	B	-32.3249457	138.02641	4	326.3	169	134	48	5253	318	40	278	110	235	235	101	346	42	17	31	119	55	55	114	DSC	-32.3249457_138.02641
DSC1.3	14	7	C	-32.3249457	138.02641	4	326.3	169	134	48	5253	318	40	278	110	235	235	101	346	42	17	31	119	55	55	114	DSC	-32.3249457_138.02641
DSC1.4	14	7	D	-32.3249457	138.02641	4	326.3	169	134	48	5253	318	40	278	110	235	235	101	346	42	17	31	119	55	55	114	DSC	-32.3249457_138.02641
DSC1.5	14	7	E	-32.3249457	138.02641	4	326.3	169	134	48	5253	318	40	278	110	235	235	101	346	42	17	31	119	55	55	114	DSC	-32.3249457_138.02641
DSC1.6	14	7	F	-32.3249457	138.02641	4	326.3	169	134	48	5253	318	40	278	110	235	235	101	346	42	17	31	119	55	55	114	DSC	-32.3249457_138.02641
DSC1.7	14	7	G	-32.3249457	138.02641	4	326.3	169	134	48	5253	318	40	278	110	235	235	101	346	42	17	31	119	55	55	114	DSC	-32.3249457_138.02641
DSC1.8	14	7	H	-32.3249457	138.02641	4	326.3	169	134	48	5253	318	40	278	110	235	235	101	346	42	17	31	119	55	55	114	DSC	-32.3249457_138.02641
HPN.3	14	4	E	-32.632895	138.032048	4	452.7	160	131	48	5150	307	35	272	102	222	225	93	506	64	21	38	182	67	70	182	HPN	-32.632895_138.032048
HPN.3.2	14	4	E	-32.632895	138.032048	4	452.7	160	131	48	5150	307	35	272	102	222	225	93	506	64	21	38	182	67	70	182	HPN	-32.632895_138.032048
HPN.4	14	4	F	-32.632895	138.032048	4	452.7	160	131	48	5150	307	35	272	102	222	225	93	506	64	21	38	182	67	70	182	HPN	-32.632895_138.032048
HPN.5	14	4	G	-32.632895	138.032048	4	452.7	160	131	48	5150	307	35	272	102	222	225	93	506	64	21	38	182	67	70	182	HPN	-32.632895_138.032048
HPN.6	14	4	H	-32.632895	138.032048	4	452.7	160	131	48	5150	307	35	272	102	222	225	93	506	64	21	38	182	67	70	182	HPN	-32.632895_138.032048
HPN.8	15	1	B	-32.632895	138.032048	4	452.7	160	131	48	5150	307	35	272	102	222	225	93	506	64	21	38	182	67	70	182	HPN	-32.632895_138.032048
HPS.1	15	1	C	-32.6332778	138.03208	4	448.6	160	131	48	5150	307	35	272	102	222	225	93	506	64	21	38	182	67	70	182	HPS	-32.6332778_138.03208
HPS.2	15	1	D	-32.6332778	138.03208	4	448.6	160	131	48	5150	307	35	272	102	222	225	93	506	64	21	38	182	67	70	182	HPS	-32.6332778_138.03208
HPS.3	15	1	E	-32.6332778	138.03208	4	448.6	160	131	48	5150	307	35	272	102	222	225	93	506	64	21	38	182	67	70	182	HPS	-32.6332778_138.03208
HPS.4	15	1	F	-32.6332778	138.03208	4	448.6	160	131	48	5150	307	35	272	102	222	225	93	506	64	21	38	182	67	70	182	HPS	-32.6332778_138.03208
HPS.5	15	1	G	-32.6332778	138.03208	4	448.6	160	131	48	5150	307	35	272	102	222	225	93	506	64	21	38	182	67	70	182	HPS	-32.6332778_138.03208
HPS.6	15	1	H	-32.6332778	138.03208	4	448.6	160	131	48	5150	307	35	272	102	222	225	93	506	64	21	38	182	67	70	182	HPS	-32.6332778_138.03208
HPS.7	15	4	A	-32.6332778	138.03208	4	448.6	160	131	48	5150	307	35	272	102	222	225	93	506	64	21	38	182	67	70	182	HPS	-32.6332778_138.03208
HPS.8	15	2	A	-32.6332778	138.03208	4	448.6	160	131	48	5150	307	35	272	102	222	225	93	506	64	21	38	182	67	70	182	HPS	-32.6332778_138.03208
KJP.2	6	4	B	-32.414186	138.036838	4	368.9	166	133	48	5233	315	39	276	107	229	232	98	396	47	19	32	137	61	62	133	KJP	-32.414186_138.036838
KJP.3	6	3	B	-32.414186	138.036838	4	368.9	166	133	48	5233	315	39	276	107	229	232	98	396	47	19	32	137	61	62	133	KJP	-32.414186_138.036838
KJP.7	6	2	B	-32.414186	138.036838	4	368.9	166	133	48	5233	315	39	276	107	229	232	98	396	47	19	32	137	61	62	133	KJP	-32.414186_138.036838
QUO.1	6	6	C	-32.386707	138.037515	4	323.9	169	133	48	5227	316	40	276	109	231	234	101	365	43	18	30	124	59	59	120	QUO	-32.386707_138.037515
QUO.3	6	7	C	-32.386707	138.037515	4	323.9	169	133	48	5227	316	40	276	109	231	234	101	365	43	18	30	124	59	59	120	QUO	-32.386707_138.037515
GRM.6	6	5	H	-32.99041	138.0481	4	62.5	176	126	49	4763	315	58	257	123	234	236	114	381	46	17	33	127	53	55	122	GRM	-32.99041_138.0481
GRM.8	6	6	H	-32.99041	138.0481	4	62.5	176	126	49	4763	315	58	257	123	234	236	114	381	46	17	33	127	53	55	122	GRM	-32.99041_138.0481
WTP.1	6	1	D	-32.9681	138.10213	4	248.1	162	128	48	4887	306	43	263	107	222	224	99	540	68	19	43	201	61	63	199	WTP	-32.9681_138.10213
WTP.8	6	12	F	-32.9681	138.10213	4	248.1	162	128	48	4887	306	43	263	107	222	224	99	540	68	19	43	201	61	63	199	WTP	-32.9681_138.10213
MRY.4	6	9	B	-32.96537	138.16084	4	388.8	157	130	49	4955	303	38	265	102	218	220	93	569	74	20	44	216	64	66	213	MRY	-32.96537_138.16084
MRY.8	6	10	B	-32.96537	138.16084	4	388.8	157	130	49	4955	303	38	265	102	218	220	93	569	74	20	44	216	64	66	213	MRY	-32.96537_138.16084
MEL.1	6	7	B	-32.79475	138.20067	4	335.8	162	132	49	5012	309	40	269	106	224	226	98	496	62	20	40	182	62	64	179	MEL	-32.79475_138.20067
MEL.2	6	8	B	-32.79475	138.20067	4	335.8	162	132	49	5012	309	40	269	106	224	226	98	496	62	20	40	182	62	64	179	MEL	-32.79475_138.20067
MEL.8	6	6	B	-32.79475	138.20067	4	335.8	162	132	49	5012	309	40	269	106	224	226	98	496	62	20	40	182	62	64	179	MEL	-32.79475_138.20067
NAR.2	6	12	A	-33.42366	138.3087	4	170.2	164	130	49	4743	310	49	261	112	223	224	103	441	58	16	40	160	53	55	160	NAR	-33.42366_138.3087
